MiBig	Biosin_class	Gen	Adenilation	Condencetion
BGC0001231	['NRP', 'Polyketide']	mscH	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001231	['NRP', 'Polyketide']	mscI	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001122	['NRP', 'Polyketide']	EAU38971	[{'epimerized': False, 'proteinogenic': ['Leucine']}]	NaN
BGC0001437	['NRP']	AQZ26587.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,3-Dihydroxybenzoic acid']}, {'epimerized': False, 'nonproteinogenic': ['(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoate']}]	NaN
BGC0001421	['NRP', 'Polyketide']	no_accession	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0001071	['Polyketide', 'NRP']	ADA69239.2	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001006	['NRP', 'Polyketide']	ABP55493.1	NaN	NaN
BGC0000302	['NRP']	ACZ55945.1	[{'epimerized': False, 'nonproteinogenic': ['Arginine / Lysine']}, {'epimerized': True, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Lysine']}]	NaN
BGC0000302	['NRP']	ACZ55942.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Tyrosine']}, {'epimerized': True, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Lysine']}]	NaN
BGC0000302	['NRP']	ACZ55943.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Valine']}]	NaN
BGC0000302	['NRP']	ACZ55944.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Homotyrosine']}, {'epimerized': False, 'nonproteinogenic': ['N-Methyl-alanine']}]	NaN
BGC0000302	['NRP']	ACZ55946.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Phenylalanine']}]	NaN
BGC0001051	['NRP', 'Polyketide']	ADH04641.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000355	['NRP']	XP_751087.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Anthranilate']}, {'epimerized': True, 'evidence': ['Activity assay'], 'proteinogenic': ['Tryptophan']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000355	['NRP']	XP_751084.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001417	['NRP', 'Polyketide']	APZ78679.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001417	['NRP', 'Polyketide']	APZ78680.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0001102	['NRP', 'Polyketide']	ABC35922.1	NaN	['Unknown']
BGC0001102	['NRP', 'Polyketide']	ABC35796.1	NaN	['LCL']
BGC0001102	['NRP', 'Polyketide']	ABC36203.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Proprionate']}]	NaN
BGC0000969	['NRP', 'Polyketide']	CAJ46691.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000969	['NRP', 'Polyketide']	CAJ46692.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}, {'aa_subcluster': ['CAJ46694.1'], 'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(R)-bTyr']}]	NaN
BGC0001010	['NRP', 'Polyketide']	CAD89774.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0001010	['NRP', 'Polyketide']	CAD89775.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0001010	['NRP', 'Polyketide']	CAD89778.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000314	['NRP', 'Polyketide', 'Other']	WP_010369400.1	[{'epimerized': False, 'nonproteinogenic': ['Coumaric acid']}]	NaN
BGC0000314	['NRP', 'Polyketide', 'Other']	WP_010369425.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0000314	['NRP', 'Polyketide', 'Other']	WP_010369428.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Asparagine']}]	NaN
BGC0000314	['NRP', 'Polyketide', 'Other']	WP_010369430.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Asparagine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0001084	['NRP', 'Terpene', 'Alkaloid']	ADM34138.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0000380	['NRP', 'Polyketide']	ADZ24995.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000380	['NRP', 'Polyketide']	ADZ24999.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}]	NaN
BGC0000416	['NRP']	CBJ90287.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000416	['NRP']	CBJ90288.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	NaN
BGC0000416	['NRP']	CBJ90289.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	['LCL']
BGC0000816	['NRP', 'Alkaloid']	AGA37267.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0000440	['NRP']	CAE53350.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000440	['NRP']	CAE53351.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	NaN
BGC0000440	['NRP']	CAE53352.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000440	['NRP']	CAE53353.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	NaN
BGC0001178	['NRP']	AGS77307.1	[{'aa_subcluster': ['AGS77336.1', 'AGS77333.1', 'AGS77338.1', 'AGS77339.1'], 'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001178	['NRP']	AGS77308.1	[{'aa_subcluster': ['AGS77340.1', 'AGS77341.1', 'AGS77342.1', 'AGS77343.1', 'AGS77336.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxy-phenylglycine']}]	NaN
BGC0001178	['NRP']	AGS77309.1	[{'aa_subcluster': ['AGS77336.1', 'AGS77333.1', 'AGS77338.1', 'AGS77339.1'], 'epimerized': True, 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'aa_subcluster': ['AGS77336.1', 'AGS77333.1', 'AGS77338.1', 'AGS77339.1'], 'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'aa_subcluster': ['AGS77328.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001178	['NRP']	AGS77310.1	[{'aa_subcluster': ['AGS77340.1', 'AGS77341.1', 'AGS77342.1', 'AGS77343.1', 'AGS77336.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxy-phenylglycine']}]	NaN
BGC0000315	['NRP']	SCO3230	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tryptophan']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Aspartate']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}]	NaN
BGC0000315	['NRP']	SCO3231	[{'epimerized': False, 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Asparigine or (2S, 3S)-3-hydroxyasparagine']}]	NaN
BGC0000315	['NRP']	SCO3232	[{'epimerized': False, 'nonproteinogenic': ['Glutamate or (2S, 3R)-3-methylglutamate']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0000968	['NRP', 'Polyketide']	CAO91861.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0001050	['NRP', 'Polyketide']	AGC65516.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	['Starter', 'Unknown']
BGC0001050	['NRP', 'Polyketide']	AGC65517.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001007	['Polyketide', 'NRP']	ABV99085.1	NaN	NaN
BGC0001135	['NRP']	AFP87549	[{'epimerized': True, 'proteinogenic': ['Arginine']}, {'epimerized': False, 'proteinogenic': ['Leucine']}, {'epimerized': True, 'proteinogenic': ['Arginine']}, {'epimerized': True, 'proteinogenic': ['Arginine']}, {'epimerized': False, 'proteinogenic': ['Arginine']}]	NaN
BGC0000374	['NRP']	AEH41790.1	NaN	NaN
BGC0000374	['NRP']	AEH41793.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(3-Ncp)Ala']}, {'epimerized': True, 'evidence': ['Activity assay'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(beta-Me)Phe']}, {'epimerized': True, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(3-Ncp)Ala']}]	NaN
BGC0000374	['NRP']	AEH41794.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(beta-Me)Phe']}, {'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['(4-Pe)Pro']}]	NaN
BGC0001420	['NRP', 'Polyketide']	APZ78715.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001420	['NRP', 'Polyketide']	APZ78716.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0001070	['NRP', 'Polyketide']	CAN89633.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001070	['NRP', 'Polyketide']	CAN89638.1	[{'aa_subcluster': ['CAN89641.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-alanine']}]	NaN
BGC0000289	['NRP', 'Saccharide']	CAD91220.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000289	['NRP', 'Saccharide']	CAD91221.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	NaN
BGC0000289	['NRP', 'Saccharide']	CAD91212.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000289	['NRP', 'Saccharide']	CAD91211.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	NaN
BGC0000323	['NRP']	AHZ34232.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0000323	['NRP']	AHZ34233.1	[{'epimerized': False, 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}, {'epimerized': False, 'proteinogenic': ['Valine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'proteinogenic': ['Leucine']}]	NaN
BGC0001477	['NRP', 'Polyketide']	AVV61977.1	NaN	NaN
BGC0001477	['NRP', 'Polyketide']	AVV61987.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001123	['NRP']	AOR_1_68164, XP_001818608	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Phenylalanine']}]	NaN
BGC0001089	['Polyketide', 'NRP']	YP001421292	[{'epimerized': False, 'proteinogenic': ['Glycine']}]	['LCL']
BGC0001089	['Polyketide', 'NRP']	YP001421295	NaN	['LCL']
BGC0000319	['NRP']	EDY47118.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['2-Amino-adipic-acid']}, {'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Cysteine']}, {'epimerized': True, 'evidence': ['Activity assay'], 'proteinogenic': ['Valine']}]	NaN
BGC0000964	['NRP', 'Polyketide']	ABC39418.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000964	['NRP', 'Polyketide']	ABC36785.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Methionine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0000964	['NRP', 'Polyketide']	ABC38000.1	NaN	['DCL']
BGC0000972	['NRP', 'Polyketide']	CAJ76298.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000972	['NRP', 'Polyketide']	CAJ76292.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	['LCL']
BGC0000972	['NRP', 'Polyketide']	CAJ76290.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000972	['NRP', 'Polyketide']	CAJ76289.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000972	['NRP', 'Polyketide']	CAJ76286.1	[{'epimerized': True, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Asparigine']}]	NaN
BGC0001230	['NRP', 'Polyketide']	sln14	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0001230	['NRP', 'Polyketide']	sln8	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Valine']}]	NaN
BGC0001230	['NRP', 'Polyketide']	sln7	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0001230	['NRP', 'Polyketide']	sln6	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	NaN
BGC0001230	['NRP', 'Polyketide']	sln9	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001423	['NRP', 'Polyketide']	APZ78755.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001423	['NRP', 'Polyketide']	APZ78756.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0000398	['NRP']	AFH75328.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	NaN
BGC0000398	['NRP']	AFH75329.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0000398	['NRP']	AFH75330.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	NaN
BGC0001136	['NRP', 'Polyketide']	DMBS	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000818	['NRP']	AGC83576.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0001024	['NRP', 'Polyketide']	AAF19811.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0001024	['NRP', 'Polyketide']	AAF19812.1	[{'epimerized': False, 'proteinogenic': ['Cysteine']}]	NaN
BGC0001024	['NRP', 'Polyketide']	AAF19815.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000320	['NRP']	ABD14711.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['alpha-ketoisocaproic acid']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	['DCL']
BGC0000320	['NRP']	ABD14712.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['alpha-ketoisovaleric acid']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Valine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74880.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['3-hydroxypicolinic acid']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74876.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74886.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyproline']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74885.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Sarcosine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-methylleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Phenylglycine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74892.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74895.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74898.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000459	['NRP', 'Polyketide']	AGN74896.1	NaN	['Unknown', 'Unknown']
BGC0001120	['NRP', 'Polyketide']	ABC36203	NaN	NaN
BGC0001120	['NRP', 'Polyketide']	ABC35796	NaN	['Unknown']
BGC0000361	['NRP']	AAW03307.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Serine']}]	['LCL']
BGC0000176	['Polyketide', 'NRP']	dfnB	NaN	NaN
BGC0000176	['Polyketide', 'NRP']	dfnD	NaN	NaN
BGC0000463	['NRP']	AGM14925.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	NaN
BGC0000463	['NRP']	AGM14933.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000463	['NRP']	AGM14934.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Isoleucine; Valine']}]	NaN
BGC0001419	['NRP', 'Polyketide']	APZ78703.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001419	['NRP', 'Polyketide']	APZ78704.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0001049	['NRP', 'Polyketide']	CAL69597.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000967	['NRP', 'Polyketide']	BAP05589.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	NaN
BGC0000967	['NRP', 'Polyketide']	BAP05590.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	['LCL']
BGC0000967	['NRP', 'Polyketide']	BAP05591.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	NaN
BGC0000967	['NRP', 'Polyketide']	BAP05596.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000967	['NRP', 'Polyketide']	BAP05597.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}]	NaN
BGC0000971	['NRP', 'Polyketide']	CBW54671.1	NaN	['LCL']
BGC0000971	['NRP', 'Polyketide']	CBW54672.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['B-OH-cyc-hex-ala']}]	NaN
BGC0001090	['NRP', 'Polyketide']	ABS74181	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Asparagine']}]	['Unknown', 'Unknown', 'DCL']
